Name,Alignment,Gender,EyeColor,Race,HairColor,Publisher,SkinColor,Height,Weight,Intelligence,Strength,Speed,Durability,Power,Combat,Total
Utgard-Loki,1,Male,blue,Frost Giant,White,Marvel Comics,-,15.2,58.0,50.0,80.0,23.0,84.0,72.0,64.0,373.0
Vagabond,0,Female,blue,-,Strawberry Blond,Marvel Comics,-,168.0,54.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Valerie Hart,0,Female,hazel,-,Black,Team Epic TV,-,175.0,56.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Valkyrie,0,Female,blue,-,Blond,Marvel Comics,-,191.0,214.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Vanisher,1,Male,green,-,No Hair,Marvel Comics,-,165.0,79.0,63.0,10.0,75.0,56.0,39.0,42.0,285.0
Vegeta,1,Male,-,Saiyan,Black,Shueisha,-,168.0,73.0,,,,,,,
Venom,1,Male,blue,Symbiote,Strawberry Blond,Marvel Comics,-,191.0,117.0,75.0,57.0,65.0,84.0,79.0,84.0,444.0
Venom II,1,Male,brown,-,Black,Marvel Comics,-,175.0,50.0,50.0,57.0,47.0,70.0,54.0,56.0,334.0
Venom III,1,Male,brown,Symbiote,Brown,Marvel Comics,-,229.0,334.0,63.0,73.0,35.0,90.0,66.0,56.0,383.0
Venompool,0,Male,-,Symbiote,-,Marvel Comics,-,226.0,-99.0,,,,,,,
Vertigo II,0,Female,blue,-,Silver,Marvel Comics,-,168.0,52.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Vibe,0,Male,brown,Human,Black,DC Comics,-,178.0,71.0,,,,,,,
Vindicator,0,Female,green,Human,Red,Marvel Comics,-,165.0,54.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Violator,1,Male,-,-,-,Image Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Violet Parr,0,Female,violet,Human,Black,Dark Horse Comics,-,137.0,41.0,,,,,,,
Vision,0,Male,gold,Android,No Hair,Marvel Comics,red,191.0,135.0,100.0,72.0,54.0,95.0,76.0,70.0,467.0
Vision II,0,-,red,-,No Hair,Marvel Comics,-,191.0,135.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Vixen,0,Female,amber,Human,Black,DC Comics,-,175.0,63.0,,,,,,,
Vulcan,0,Male,black,-,Black,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Vulture,1,Male,brown,Human,No Hair,Marvel Comics,-,180.0,79.0,63.0,22.0,47.0,56.0,40.0,56.0,284.0
Walrus,1,Male,blue,Human,Black,Marvel Comics,-,183.0,162.0,50.0,28.0,8.0,50.0,11.0,20.0,167.0
War Machine,0,Male,brown,Human,Brown,Marvel Comics,-,185.0,95.0,63.0,80.0,63.0,100.0,100.0,85.0,491.0
Warbird,0,Female,blue,-,Blond,Marvel Comics,-,180.0,54.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Warlock,0,Male,red,-,Blond,Marvel Comics,-,188.0,108.0,88.0,36.0,79.0,95.0,71.0,95.0,464.0
Warp,1,Male,brown,-,Black,DC Comics,-,173.0,67.0,38.0,10.0,23.0,28.0,63.0,50.0,212.0
Warpath,0,Male,brown,Mutant,Black,Marvel Comics,-,218.0,158.0,38.0,72.0,47.0,70.0,26.0,84.0,337.0
Wasp,0,Female,blue,Human,Auburn,Marvel Comics,-,163.0,50.0,63.0,8.0,58.0,52.0,23.0,42.0,246.0
Watcher,0,Male,-,-,-,Marvel Comics,-,-99.0,-99.0,100.0,80.0,67.0,89.0,100.0,56.0,492.0
Weapon XI,1,Male,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
White Canary,1,Female,brown,Human,Black,DC Comics,-,-99.0,-99.0,,,,,,,
White Queen,0,Female,blue,-,Blond,Marvel Comics,-,178.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Wildfire,0,Male,-,-,-,DC Comics,-,-99.0,-99.0,50.0,32.0,23.0,100.0,77.0,42.0,324.0
Winter Soldier,0,Male,brown,Human,Brown,Marvel Comics,-,175.0,117.0,56.0,32.0,35.0,65.0,60.0,84.0,332.0
Wiz Kid,0,-,brown,-,Black,Marvel Comics,-,140.0,39.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Wolfsbane,0,Female,green,-,Auburn,Marvel Comics,-,366.0,473.0,38.0,16.0,35.0,42.0,26.0,42.0,199.0
Wolverine,0,Male,blue,Mutant,Black,Marvel Comics,-,160.0,135.0,55.0,32.0,38.0,100.0,44.0,100.0,369.0
Wonder Girl,0,Female,blue,Demi-God,Blond,DC Comics,-,165.0,51.0,75.0,90.0,25.0,80.0,39.0,60.0,369.0
Wonder Man,0,Male,red,-,Black,Marvel Comics,-,188.0,171.0,75.0,100.0,53.0,90.0,64.0,64.0,446.0
Wonder Woman,0,Female,blue,Amazon,Black,DC Comics,-,183.0,74.0,88.0,100.0,50.0,100.0,42.0,100.0,480.0
Wondra,0,Female,-,-,-,Marvel Comics,-,-99.0,-99.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Wyatt Wingfoot,0,Male,brown,-,Black,Marvel Comics,-,196.0,117.0,10.0,10.0,12.0,1.0,1.0,56.0,90.0
X-23,0,Female,green,Mutant / Clone,Black,Marvel Comics,-,155.0,50.0,75.0,24.0,35.0,90.0,27.0,85.0,336.0
X-Man,0,Male,blue,-,Brown,Marvel Comics,-,175.0,61.0,88.0,53.0,53.0,95.0,92.0,84.0,465.0
Yellow Claw,1,Male,blue,-,No Hair,Marvel Comics,-,188.0,95.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
Yellowjacket,0,Male,blue,Human,Blond,Marvel Comics,-,183.0,83.0,88.0,10.0,12.0,28.0,12.0,14.0,164.0
Yellowjacket II,0,Female,blue,Human,Strawberry Blond,Marvel Comics,-,165.0,52.0,50.0,10.0,35.0,28.0,31.0,28.0,182.0
Ymir,0,Male,white,Frost Giant,No Hair,Marvel Comics,white,304.8,-99.0,50.0,100.0,27.0,100.0,83.0,28.0,388.0
Yoda,0,Male,brown,Yoda's species,White,George Lucas,green,66.0,17.0,,,,,,,
Zatanna,0,Female,blue,Human,Black,DC Comics,-,170.0,57.0,75.0,10.0,23.0,28.0,100.0,56.0,292.0
Zoom,1,Male,red,-,Brown,DC Comics,-,185.0,81.0,50.0,10.0,100.0,28.0,72.0,28.0,288.0
